chr16	69460001	69462001	AARS	70323412
chr16	69474601	69476601	AARS	70323412
chr16	69497001	69499001	AARS	70323412
chr16	69511601	69513601	AARS	70323412
chr16	70271801	70273801	AARS	70323412
chr16	70317001	70319001	AARS	70323412
chr16	70328401	70330401	AARS	70323412
chr16	70332201	70334201	AARS	70323412
chr16	70339001	70341001	AARS	70323412
chr16	70419801	70421801	AARS	70323412
chr16	70509801	70511801	AARS	70323412
chr16	70522601	70524601	AARS	70323412
chr16	8739201	8741201	ABAT	8768443
chr16	8776401	8778401	ABAT	8768443
chr16	8815401	8817401	ABAT	8768443
chr16	9034601	9036601	ABAT	8768443
chr16	9042801	9044801	ABAT	8768443
chr16	9471801	9473801	ABAT	8768443
chr16	15236801	15238801	ABCC1	16043433
chr16	15575801	15577801	ABCC1	16043433
chr16	15582201	15584201	ABCC1	16043433
chr16	15674201	15676201	ABCC1	16043433
chr16	15676201	15678201	ABCC1	16043433
chr16	15763001	15765001	ABCC1	16043433
chr16	15767001	15769001	ABCC1	16043433
chr16	15775001	15777001	ABCC1	16043433
chr16	15795401	15797401	ABCC1	16043433
chr16	15878001	15880001	ABCC1	16043433
chr16	15904401	15906401	ABCC1	16043433
chr16	15904401	15906401	ABCC1	16043433
chr16	15968401	15970401	ABCC1	16043433
chr16	15975201	15977201	ABCC1	16043433
chr16	15980801	15982801	ABCC1	16043433
chr16	15990401	15992401	ABCC1	16043433
chr16	16029201	16031201	ABCC1	16043433
chr16	16029201	16031201	ABCC1	16043433
chr16	16035801	16037801	ABCC1	16043433
chr16	16035801	16037801	ABCC1	16043433
chr16	16045201	16047201	ABCC1	16043433
chr16	16047601	16049601	ABCC1	16043433
chr16	16047601	16049601	ABCC1	16043433
chr16	16050201	16052201	ABCC1	16043433
chr16	16050201	16052201	ABCC1	16043433
chr16	16054001	16056001	ABCC1	16043433
chr16	16054001	16056001	ABCC1	16043433
chr16	16057201	16059201	ABCC1	16043433
chr16	16064401	16066401	ABCC1	16043433
chr16	16067801	16069801	ABCC1	16043433
chr16	16069801	16071801	ABCC1	16043433
chr16	16073801	16075801	ABCC1	16043433
chr16	16073801	16075801	ABCC1	16043433
chr16	16077001	16079001	ABCC1	16043433
chr16	16080201	16082201	ABCC1	16043433
chr16	16080201	16082201	ABCC1	16043433
chr16	16082401	16084401	ABCC1	16043433
chr16	16082401	16084401	ABCC1	16043433
chr16	16087401	16089401	ABCC1	16043433
chr16	16087401	16089401	ABCC1	16043433
chr16	16090601	16092601	ABCC1	16043433
chr16	16090601	16092601	ABCC1	16043433
chr16	16094601	16096601	ABCC1	16043433
chr16	16099801	16101801	ABCC1	16043433
chr16	16112801	16114801	ABCC1	16043433
chr16	16115001	16117001	ABCC1	16043433
chr16	16132001	16134001	ABCC1	16043433
chr16	16134201	16136201	ABCC1	16043433
chr16	16138201	16140201	ABCC1	16043433
chr16	16140601	16142601	ABCC1	16043433
chr16	16151201	16153201	ABCC1	16043433
chr16	16153601	16155601	ABCC1	16043433
chr16	16155801	16157801	ABCC1	16043433
chr16	16158601	16160601	ABCC1	16043433
chr16	16160601	16162601	ABCC1	16043433
chr16	16177601	16179601	ABCC1	16043433
chr16	16185801	16187801	ABCC1	16043433
chr16	16189601	16191601	ABCC1	16043433
chr16	16193001	16195001	ABCC1	16043433
chr16	16211001	16213001	ABCC1	16043433
chr16	16219001	16221001	ABCC1	16043433
chr16	16226601	16228601	ABCC1	16043433
chr16	16284401	16286401	ABCC1	16043433
chr16	16299801	16301801	ABCC1	16043433
chr16	67323001	67325001	ACD	67694718
chr16	67418201	67420201	ACD	67694718
chr16	67439601	67441601	ACD	67694718
chr16	67709001	67711001	ACD	67694718
chr16	67716201	67718201	ACD	67694718
chr16	67726001	67728001	ACD	67694718
chr16	67742201	67744201	ACD	67694718
chr16	67746601	67748601	ACD	67694718
chr16	67759201	67761201	ACD	67694718
chr16	67783201	67785201	ACD	67694718
chr16	67832801	67834801	ACD	67694718
chr16	68065201	68067201	ACD	67694718
chr16	68544601	68546601	ACD	67694718
chr16	88873201	88875201	ACSF3	89160216
chr16	88918801	88920801	ACSF3	89160216
chr16	89025401	89027401	ACSF3	89160216
chr16	89068801	89070801	ACSF3	89160216
chr16	89085601	89087601	ACSF3	89160216
chr16	89162001	89164001	ACSF3	89160216
chr16	89162001	89164001	ACSF3	89160216
chr16	89164601	89166601	ACSF3	89160216
chr16	89164601	89166601	ACSF3	89160216
chr16	89168001	89170001	ACSF3	89160216
chr16	89168001	89170001	ACSF3	89160216
chr16	89179201	89181201	ACSF3	89160216
chr16	89363601	89365601	ACSF3	89160216
chr16	89387001	89389001	ACSF3	89160216
chr16	89393601	89395601	ACSF3	89160216
chr16	89399001	89401001	ACSF3	89160216
chr16	89433201	89435201	ACSF3	89160216
chr16	89524401	89526401	ACSF3	89160216
chr16	20746001	20748001	ACSM3	20775311
chr16	20751601	20753601	ACSM3	20775311
chr16	20755001	20757001	ACSM3	20775311
chr16	20757201	20759201	ACSM3	20775311
chr16	20770601	20772601	ACSM3	20775311
chr16	20770601	20772601	ACSM3	20775311
chr16	20775001	20777001	ACSM3	20775311
